Filename:	C:\Documents and Settings\Bruker\Desktop\EPR Data\Watts\Henry\TEMPO\DLPC LUV 22-06-18\32_DLPC_LUV.par	 Date: 06/22/2018   Time: 16:42

Slice 1
X [G]	Y []	Intensity
3250.000000	0.000000	454.096680
3250.097656	0.000000	443.096680
3250.195557	0.000000	403.096680
3250.293213	0.000000	235.096680
3250.391113	0.000000	282.096680
3250.488770	0.000000	117.096680
3250.586426	0.000000	175.096680
3250.684326	0.000000	171.096680
3250.781982	0.000000	226.096680
3250.879883	0.000000	247.096680
3250.977539	0.000000	501.096680
3251.075195	0.000000	438.096680
3251.173096	0.000000	318.096680
3251.270752	0.000000	343.096680
3251.368408	0.000000	416.096680
3251.466309	0.000000	323.096680
3251.563965	0.000000	310.096680
3251.661865	0.000000	297.096680
3251.759521	0.000000	436.096680
3251.857178	0.000000	418.096680
3251.955078	0.000000	291.096680
3252.052734	0.000000	304.096680
3252.150635	0.000000	157.096680
3252.248291	0.000000	234.096680
3252.345947	0.000000	249.096680
3252.443848	0.000000	114.096680
3252.541504	0.000000	206.096680
3252.639404	0.000000	266.096680
3252.737061	0.000000	312.096680
3252.834717	0.000000	214.096680
3252.932617	0.000000	48.096680
3253.030273	0.000000	133.096680
3253.128174	0.000000	41.096680
3253.225830	0.000000	112.096680
3253.323486	0.000000	145.096680
3253.421387	0.000000	122.096680
3253.519043	0.000000	131.096680
3253.616699	0.000000	136.096680
3253.714600	0.000000	300.096680
3253.812256	0.000000	383.096680
3253.910156	0.000000	508.096680
3254.007813	0.000000	365.096680
3254.105469	0.000000	307.096680
3254.203369	0.000000	362.096680
3254.301025	0.000000	208.096680
3254.398926	0.000000	126.096680
3254.496582	0.000000	381.096680
3254.594238	0.000000	358.096680
3254.692139	0.000000	445.096680
3254.789795	0.000000	570.096680
3254.887695	0.000000	431.096680
3254.985352	0.000000	392.096680
3255.083008	0.000000	232.096680
3255.180908	0.000000	182.096680
3255.278564	0.000000	266.096680
3255.376465	0.000000	317.096680
3255.474121	0.000000	279.096680
3255.571777	0.000000	267.096680
3255.669678	0.000000	422.096680
3255.767334	0.000000	273.096680
3255.864990	0.000000	195.096680
3255.962891	0.000000	167.096680
3256.060547	0.000000	105.096680
3256.158447	0.000000	126.096680
3256.256104	0.000000	83.096680
3256.353760	0.000000	424.096680
3256.451660	0.000000	431.096680
3256.549316	0.000000	177.096680
3256.647217	0.000000	175.096680
3256.744873	0.000000	240.096680
3256.842529	0.000000	367.096680
3256.940430	0.000000	268.096680
3257.038086	0.000000	5.096680
3257.135986	0.000000	142.096680
3257.233643	0.000000	328.096680
3257.331299	0.000000	234.096680
3257.429199	0.000000	257.096680
3257.526855	0.000000	195.096680
3257.624512	0.000000	274.096680
3257.722412	0.000000	254.096680
3257.820068	0.000000	290.096680
3257.917969	0.000000	280.096680
3258.015625	0.000000	300.096680
3258.113281	0.000000	298.096680
3258.211182	0.000000	323.096680
3258.308838	0.000000	306.096680
3258.406738	0.000000	328.096680
3258.504395	0.000000	474.096680
3258.602051	0.000000	265.096680
3258.699951	0.000000	364.096680
3258.797607	0.000000	288.096680
3258.895508	0.000000	259.096680
3258.993164	0.000000	339.096680
3259.090820	0.000000	267.096680
3259.188721	0.000000	167.096680
3259.286377	0.000000	345.096680
3259.384277	0.000000	277.096680
3259.481934	0.000000	177.096680
3259.579590	0.000000	144.096680
3259.677490	0.000000	228.096680
3259.775146	0.000000	268.096680
3259.872803	0.000000	276.096680
3259.970703	0.000000	334.096680
3260.068359	0.000000	190.096680
3260.166260	0.000000	111.096680
3260.263916	0.000000	439.096680
3260.361572	0.000000	329.096680
3260.459473	0.000000	80.096680
3260.557129	0.000000	75.096680
3260.655029	0.000000	227.096680
3260.752686	0.000000	152.096680
3260.850342	0.000000	332.096680
3260.948242	0.000000	410.096680
3261.045898	0.000000	320.096680
3261.143799	0.000000	280.096680
3261.241455	0.000000	471.096680
3261.339111	0.000000	346.096680
3261.437012	0.000000	185.096680
3261.534668	0.000000	258.096680
3261.632568	0.000000	227.096680
3261.730225	0.000000	143.096680
3261.827881	0.000000	99.096680
3261.925781	0.000000	232.096680
3262.023438	0.000000	365.096680
3262.121094	0.000000	169.096680
3262.218994	0.000000	275.096680
3262.316650	0.000000	329.096680
3262.414551	0.000000	382.096680
3262.512207	0.000000	173.096680
3262.609863	0.000000	193.096680
3262.707764	0.000000	143.096680
3262.805420	0.000000	277.096680
3262.903320	0.000000	46.096680
3263.000977	0.000000	229.096680
3263.098633	0.000000	294.096680
3263.196533	0.000000	265.096680
3263.294189	0.000000	333.096680
3263.392090	0.000000	406.096680
3263.489746	0.000000	495.096680
3263.587402	0.000000	303.096680
3263.685303	0.000000	219.096680
3263.782959	0.000000	224.096680
3263.880859	0.000000	281.096680
3263.978516	0.000000	342.096680
3264.076172	0.000000	311.096680
3264.174072	0.000000	284.096680
3264.271729	0.000000	444.096680
3264.369385	0.000000	289.096680
3264.467285	0.000000	403.096680
3264.564941	0.000000	371.096680
3264.662842	0.000000	199.096680
3264.760498	0.000000	386.096680
3264.858154	0.000000	526.096680
3264.956055	0.000000	399.096680
3265.053711	0.000000	312.096680
3265.151611	0.000000	337.096680
3265.249268	0.000000	372.096680
3265.346924	0.000000	395.096680
3265.444824	0.000000	439.096680
3265.542480	0.000000	521.096680
3265.640381	0.000000	448.096680
3265.738037	0.000000	231.096680
3265.835693	0.000000	233.096680
3265.933594	0.000000	228.096680
3266.031250	0.000000	379.096680
3266.129150	0.000000	338.096680
3266.226807	0.000000	348.096680
3266.324463	0.000000	258.096680
3266.422363	0.000000	272.096680
3266.520020	0.000000	383.096680
3266.617676	0.000000	391.096680
3266.715576	0.000000	308.096680
3266.813232	0.000000	521.096680
3266.911133	0.000000	732.096680
3267.008789	0.000000	680.096680
3267.106445	0.000000	648.096680
3267.204346	0.000000	582.096680
3267.302002	0.000000	383.096680
3267.399902	0.000000	250.096680
3267.497559	0.000000	303.096680
3267.595215	0.000000	320.096680
3267.693115	0.000000	280.096680
3267.790771	0.000000	378.096680
3267.888672	0.000000	404.096680
3267.986328	0.000000	368.096680
3268.083984	0.000000	337.096680
3268.181885	0.000000	245.096680
3268.279541	0.000000	243.096680
3268.377441	0.000000	384.096680
3268.475098	0.000000	268.096680
3268.572754	0.000000	423.096680
3268.670654	0.000000	361.096680
3268.768311	0.000000	464.096680
3268.865967	0.000000	327.096680
3268.963867	0.000000	291.096680
3269.061523	0.000000	328.096680
3269.159424	0.000000	413.096680
3269.257080	0.000000	409.096680
3269.354736	0.000000	361.096680
3269.452637	0.000000	269.096680
3269.550293	0.000000	85.096680
3269.648193	0.000000	198.096680
3269.745850	0.000000	366.096680
3269.843506	0.000000	389.096680
3269.941406	0.000000	304.096680
3270.039063	0.000000	259.096680
3270.136963	0.000000	198.096680
3270.234619	0.000000	155.096680
3270.332275	0.000000	283.096680
3270.430176	0.000000	411.096680
3270.527832	0.000000	466.096680
3270.625732	0.000000	619.096680
3270.723389	0.000000	572.096680
3270.821045	0.000000	328.096680
3270.918945	0.000000	184.096680
3271.016602	0.000000	309.096680
3271.114258	0.000000	411.096680
3271.212158	0.000000	232.096680
3271.309814	0.000000	191.096680
3271.407715	0.000000	157.096680
3271.505371	0.000000	211.096680
3271.603027	0.000000	452.096680
3271.700928	0.000000	412.096680
3271.798584	0.000000	286.096680
3271.896484	0.000000	343.096680
3271.994141	0.000000	321.096680
3272.091797	0.000000	415.096680
3272.189697	0.000000	302.096680
3272.287354	0.000000	300.096680
3272.385254	0.000000	283.096680
3272.482910	0.000000	205.096680
3272.580566	0.000000	155.096680
3272.678467	0.000000	327.096680
3272.776123	0.000000	438.096680
3272.873779	0.000000	442.096680
3272.971680	0.000000	463.096680
3273.069336	0.000000	403.096680
3273.167236	0.000000	401.096680
3273.264893	0.000000	406.096680
3273.362549	0.000000	388.096680
3273.460449	0.000000	407.096680
3273.558105	0.000000	414.096680
3273.656006	0.000000	367.096680
3273.753662	0.000000	471.096680
3273.851318	0.000000	594.096680
3273.949219	0.000000	716.096680
3274.046875	0.000000	506.096680
3274.144775	0.000000	566.096680
3274.242432	0.000000	618.096680
3274.340088	0.000000	582.096680
3274.437988	0.000000	459.096680
3274.535645	0.000000	799.096680
3274.633545	0.000000	938.096680
3274.731201	0.000000	1102.096680
3274.828857	0.000000	1265.096680
3274.926758	0.000000	1210.096680
3275.024414	0.000000	1171.096680
3275.122070	0.000000	1266.096680
3275.219971	0.000000	1201.096680
3275.317627	0.000000	1185.096680
3275.415527	0.000000	1029.096680
3275.513184	0.000000	1108.096680
3275.610840	0.000000	1176.096680
3275.708740	0.000000	1239.096680
3275.806396	0.000000	1267.096680
3275.904297	0.000000	1394.096680
3276.001953	0.000000	1249.096680
3276.099609	0.000000	1153.096680
3276.197510	0.000000	1186.096680
3276.295166	0.000000	1258.096680
3276.393066	0.000000	1466.096680
3276.490723	0.000000	1732.096680
3276.588379	0.000000	2035.096680
3276.686279	0.000000	2645.096680
3276.783936	0.000000	3604.096680
3276.881836	0.000000	4649.096680
3276.979492	0.000000	6157.096680
3277.077148	0.000000	7885.096680
3277.175049	0.000000	9951.096680
3277.272705	0.000000	12171.096680
3277.370361	0.000000	14720.096680
3277.468262	0.000000	17416.097656
3277.565918	0.000000	20025.097656
3277.663818	0.000000	22437.097656
3277.761475	0.000000	24382.097656
3277.859131	0.000000	25732.097656
3277.957031	0.000000	26108.097656
3278.054688	0.000000	25910.097656
3278.152588	0.000000	24729.097656
3278.250244	0.000000	22750.097656
3278.347900	0.000000	19701.097656
3278.445801	0.000000	15732.096680
3278.543457	0.000000	11271.096680
3278.641357	0.000000	6332.096680
3278.739014	0.000000	1252.096680
3278.836670	0.000000	-3581.903320
3278.934570	0.000000	-8334.903320
3279.032227	0.000000	-12673.903320
3279.130127	0.000000	-15971.903320
3279.227783	0.000000	-18699.902344
3279.325439	0.000000	-20753.902344
3279.423340	0.000000	-21940.902344
3279.520996	0.000000	-22495.902344
3279.618652	0.000000	-22202.902344
3279.716553	0.000000	-21281.902344
3279.814209	0.000000	-20092.902344
3279.912109	0.000000	-18357.902344
3280.009766	0.000000	-16475.902344
3280.107422	0.000000	-14392.903320
3280.205322	0.000000	-12413.903320
3280.302979	0.000000	-10482.903320
3280.400879	0.000000	-8665.903320
3280.498535	0.000000	-7115.903320
3280.596191	0.000000	-5766.903320
3280.694092	0.000000	-4679.903320
3280.791748	0.000000	-3647.903320
3280.889648	0.000000	-3053.903320
3280.987305	0.000000	-2498.903320
3281.084961	0.000000	-1879.903320
3281.182861	0.000000	-1586.903320
3281.280518	0.000000	-1440.903320
3281.378418	0.000000	-1540.903320
3281.476074	0.000000	-1384.903320
3281.573730	0.000000	-1367.903320
3281.671631	0.000000	-1350.903320
3281.769287	0.000000	-1223.903320
3281.866943	0.000000	-1306.903320
3281.964844	0.000000	-1382.903320
3282.062500	0.000000	-1283.903320
3282.160400	0.000000	-1069.903320
3282.258057	0.000000	-1172.903320
3282.355713	0.000000	-844.903320
3282.453613	0.000000	-700.903320
3282.551270	0.000000	-559.903320
3282.649170	0.000000	-478.903320
3282.746826	0.000000	-307.903320
3282.844482	0.000000	-261.903320
3282.942383	0.000000	-167.903320
3283.040039	0.000000	-115.903320
3283.137939	0.000000	-132.903320
3283.235596	0.000000	-184.903320
3283.333252	0.000000	-87.903320
3283.431152	0.000000	1.096680
3283.528809	0.000000	29.096680
3283.626709	0.000000	52.096680
3283.724365	0.000000	57.096680
3283.822021	0.000000	-36.903320
3283.919922	0.000000	-130.903320
3284.017578	0.000000	-200.903320
3284.115234	0.000000	-123.903320
3284.213135	0.000000	-39.903320
3284.310791	0.000000	-247.903320
3284.408691	0.000000	-346.903320
3284.506348	0.000000	-236.903320
3284.604004	0.000000	-95.903320
3284.701904	0.000000	-103.903320
3284.799561	0.000000	-108.903320
3284.897461	0.000000	-160.903320
3284.995117	0.000000	-144.903320
3285.092773	0.000000	-117.903320
3285.190674	0.000000	-111.903320
3285.288330	0.000000	87.096680
3285.386230	0.000000	191.096680
3285.483887	0.000000	120.096680
3285.581543	0.000000	102.096680
3285.679443	0.000000	14.096680
3285.777100	0.000000	105.096680
3285.874756	0.000000	214.096680
3285.972656	0.000000	176.096680
3286.070313	0.000000	140.096680
3286.168213	0.000000	148.096680
3286.265869	0.000000	-78.903320
3286.363525	0.000000	-76.903320
3286.461426	0.000000	99.096680
3286.559082	0.000000	-59.903320
3286.656982	0.000000	113.096680
3286.754639	0.000000	173.096680
3286.852295	0.000000	83.096680
3286.950195	0.000000	114.096680
3287.047852	0.000000	194.096680
3287.145752	0.000000	160.096680
3287.243408	0.000000	246.096680
3287.341064	0.000000	293.096680
3287.438965	0.000000	286.096680
3287.536621	0.000000	377.096680
3287.634521	0.000000	156.096680
3287.732178	0.000000	138.096680
3287.829834	0.000000	169.096680
3287.927734	0.000000	82.096680
3288.025391	0.000000	71.096680
3288.123047	0.000000	101.096680
3288.220947	0.000000	186.096680
3288.318604	0.000000	296.096680
3288.416504	0.000000	184.096680
3288.514160	0.000000	144.096680
3288.611816	0.000000	144.096680
3288.709717	0.000000	-53.903320
3288.807373	0.000000	-20.903320
3288.905273	0.000000	126.096680
3289.002930	0.000000	86.096680
3289.100586	0.000000	201.096680
3289.198486	0.000000	297.096680
3289.296143	0.000000	343.096680
3289.394043	0.000000	345.096680
3289.491699	0.000000	155.096680
3289.589355	0.000000	161.096680
3289.687256	0.000000	239.096680
3289.784912	0.000000	191.096680
3289.882813	0.000000	76.096680
3289.980469	0.000000	75.096680
3290.078125	0.000000	133.096680
3290.176025	0.000000	90.096680
3290.273682	0.000000	127.096680
3290.371338	0.000000	186.096680
3290.469238	0.000000	164.096680
3290.566895	0.000000	437.096680
3290.664795	0.000000	433.096680
3290.762451	0.000000	449.096680
3290.860107	0.000000	467.096680
3290.958008	0.000000	550.096680
3291.055664	0.000000	589.096680
3291.153564	0.000000	662.096680
3291.251221	0.000000	658.096680
3291.348877	0.000000	570.096680
3291.446777	0.000000	744.096680
3291.544434	0.000000	820.096680
3291.642334	0.000000	913.096680
3291.739990	0.000000	939.096680
3291.837646	0.000000	1030.096680
3291.935547	0.000000	1220.096680
3292.033203	0.000000	1437.096680
3292.131104	0.000000	1386.096680
3292.228760	0.000000	1263.096680
3292.326416	0.000000	1335.096680
3292.424316	0.000000	1477.096680
3292.521973	0.000000	1493.096680
3292.619629	0.000000	1408.096680
3292.717529	0.000000	1377.096680
3292.815186	0.000000	1479.096680
3292.913086	0.000000	1580.096680
3293.010742	0.000000	1794.096680
3293.108398	0.000000	2364.096680
3293.206299	0.000000	2970.096680
3293.303955	0.000000	3741.096680
3293.401855	0.000000	4745.096680
3293.499512	0.000000	5884.096680
3293.597168	0.000000	7094.096680
3293.695068	0.000000	8649.096680
3293.792725	0.000000	10481.096680
3293.890625	0.000000	12645.096680
3293.988281	0.000000	14868.096680
3294.085938	0.000000	16660.097656
3294.183838	0.000000	18288.097656
3294.281494	0.000000	19931.097656
3294.379395	0.000000	21416.097656
3294.477051	0.000000	22421.097656
3294.574707	0.000000	22955.097656
3294.672607	0.000000	22625.097656
3294.770264	0.000000	21658.097656
3294.867920	0.000000	19956.097656
3294.965820	0.000000	17589.097656
3295.063477	0.000000	14210.096680
3295.161377	0.000000	10777.096680
3295.259033	0.000000	6405.096680
3295.356689	0.000000	1696.096680
3295.454590	0.000000	-2853.903320
3295.552246	0.000000	-7515.903320
3295.650146	0.000000	-11890.903320
3295.747803	0.000000	-15914.903320
3295.845459	0.000000	-19232.902344
3295.943359	0.000000	-21487.902344
3296.041016	0.000000	-23093.902344
3296.138916	0.000000	-23791.902344
3296.236572	0.000000	-23861.902344
3296.334229	0.000000	-23077.902344
3296.432129	0.000000	-21709.902344
3296.529785	0.000000	-19734.902344
3296.627686	0.000000	-17628.902344
3296.725342	0.000000	-15193.903320
3296.822998	0.000000	-12744.903320
3296.920898	0.000000	-10672.903320
3297.018555	0.000000	-8741.903320
3297.116211	0.000000	-7018.903320
3297.214111	0.000000	-5812.903320
3297.311768	0.000000	-4821.903320
3297.409668	0.000000	-3782.903320
3297.507324	0.000000	-2927.903320
3297.604980	0.000000	-2294.903320
3297.702881	0.000000	-1927.903320
3297.800537	0.000000	-1815.903320
3297.898438	0.000000	-1783.903320
3297.996094	0.000000	-1567.903320
3298.093750	0.000000	-1500.903320
3298.191650	0.000000	-1571.903320
3298.289307	0.000000	-1507.903320
3298.387207	0.000000	-1293.903320
3298.484863	0.000000	-1252.903320
3298.582520	0.000000	-1190.903320
3298.680420	0.000000	-1229.903320
3298.778076	0.000000	-1212.903320
3298.875977	0.000000	-1300.903320
3298.973633	0.000000	-1295.903320
3299.071289	0.000000	-1263.903320
3299.169189	0.000000	-1111.903320
3299.266846	0.000000	-1167.903320
3299.364502	0.000000	-1325.903320
3299.462402	0.000000	-1099.903320
3299.560059	0.000000	-789.903320
3299.657959	0.000000	-665.903320
3299.755615	0.000000	-514.903320
3299.853271	0.000000	-604.903320
3299.951172	0.000000	-683.903320
3300.048828	0.000000	-806.903320
3300.146729	0.000000	-698.903320
3300.244385	0.000000	-716.903320
3300.342041	0.000000	-623.903320
3300.439941	0.000000	-626.903320
3300.537598	0.000000	-464.903320
3300.635498	0.000000	-514.903320
3300.733154	0.000000	-582.903320
3300.830811	0.000000	-670.903320
3300.928711	0.000000	-405.903320
3301.026367	0.000000	-327.903320
3301.124023	0.000000	-348.903320
3301.221924	0.000000	-392.903320
3301.319580	0.000000	-309.903320
3301.417480	0.000000	-417.903320
3301.515137	0.000000	-503.903320
3301.612793	0.000000	-606.903320
3301.710693	0.000000	-665.903320
3301.808350	0.000000	-481.903320
3301.906250	0.000000	-374.903320
3302.003906	0.000000	-359.903320
3302.101563	0.000000	-431.903320
3302.199463	0.000000	-458.903320
3302.297119	0.000000	-375.903320
3302.395020	0.000000	-291.903320
3302.492676	0.000000	-228.903320
3302.590332	0.000000	-423.903320
3302.688232	0.000000	-352.903320
3302.785889	0.000000	-190.903320
3302.883789	0.000000	-252.903320
3302.981445	0.000000	-334.903320
3303.079102	0.000000	-400.903320
3303.177002	0.000000	-351.903320
3303.274658	0.000000	-169.903320
3303.372314	0.000000	-307.903320
3303.470215	0.000000	-160.903320
3303.567871	0.000000	-199.903320
3303.665771	0.000000	-263.903320
3303.763428	0.000000	-426.903320
3303.861084	0.000000	-588.903320
3303.958984	0.000000	-236.903320
3304.056641	0.000000	-200.903320
3304.154541	0.000000	-504.903320
3304.252197	0.000000	-420.903320
3304.349854	0.000000	-220.903320
3304.447754	0.000000	-334.903320
3304.545410	0.000000	-358.903320
3304.643311	0.000000	-347.903320
