Filename:	C:\Documents and Settings\Bruker\Desktop\EPR Data\Watts\Henry\TEMPO\DLPC LUV 22-06-18\-10_DLPC_LUV.par	 Date: 06/22/2018   Time: 15:27

Slice 1
X [G]	Y []	Intensity
3250.000000	0.000000	278.726563
3250.097656	0.000000	177.726563
3250.195557	0.000000	-26.273438
3250.293213	0.000000	119.726563
3250.391113	0.000000	286.726563
3250.488770	0.000000	226.726563
3250.586426	0.000000	168.726563
3250.684326	0.000000	-7.273438
3250.781982	0.000000	27.726563
3250.879883	0.000000	261.726563
3250.977539	0.000000	230.726563
3251.075195	0.000000	238.726563
3251.173096	0.000000	302.726563
3251.270752	0.000000	336.726563
3251.368408	0.000000	362.726563
3251.466309	0.000000	180.726563
3251.563965	0.000000	75.726563
3251.661865	0.000000	201.726563
3251.759521	0.000000	244.726563
3251.857178	0.000000	295.726563
3251.955078	0.000000	220.726563
3252.052734	0.000000	225.726563
3252.150635	0.000000	263.726563
3252.248291	0.000000	-9.273438
3252.345947	0.000000	-177.273438
3252.443848	0.000000	150.726563
3252.541504	0.000000	217.726563
3252.639404	0.000000	-52.273438
3252.737061	0.000000	-189.273438
3252.834717	0.000000	119.726563
3252.932617	0.000000	80.726563
3253.030273	0.000000	156.726563
3253.128174	0.000000	295.726563
3253.225830	0.000000	194.726563
3253.323486	0.000000	253.726563
3253.421387	0.000000	163.726563
3253.519043	0.000000	239.726563
3253.616699	0.000000	253.726563
3253.714600	0.000000	227.726563
3253.812256	0.000000	217.726563
3253.910156	0.000000	212.726563
3254.007813	0.000000	160.726563
3254.105469	0.000000	169.726563
3254.203369	0.000000	264.726563
3254.301025	0.000000	307.726563
3254.398926	0.000000	197.726563
3254.496582	0.000000	114.726563
3254.594238	0.000000	155.726563
3254.692139	0.000000	112.726563
3254.789795	0.000000	197.726563
3254.887695	0.000000	207.726563
3254.985352	0.000000	295.726563
3255.083008	0.000000	194.726563
3255.180908	0.000000	224.726563
3255.278564	0.000000	321.726563
3255.376465	0.000000	546.726563
3255.474121	0.000000	473.726563
3255.571777	0.000000	378.726563
3255.669678	0.000000	177.726563
3255.767334	0.000000	400.726563
3255.864990	0.000000	264.726563
3255.962891	0.000000	315.726563
3256.060547	0.000000	278.726563
3256.158447	0.000000	386.726563
3256.256104	0.000000	205.726563
3256.353760	0.000000	258.726563
3256.451660	0.000000	303.726563
3256.549316	0.000000	400.726563
3256.647217	0.000000	406.726563
3256.744873	0.000000	385.726563
3256.842529	0.000000	129.726563
3256.940430	0.000000	171.726563
3257.038086	0.000000	162.726563
3257.135986	0.000000	44.726563
3257.233643	0.000000	-72.273438
3257.331299	0.000000	116.726563
3257.429199	0.000000	152.726563
3257.526855	0.000000	264.726563
3257.624512	0.000000	503.726563
3257.722412	0.000000	359.726563
3257.820068	0.000000	361.726563
3257.917969	0.000000	218.726563
3258.015625	0.000000	249.726563
3258.113281	0.000000	183.726563
3258.211182	0.000000	324.726563
3258.308838	0.000000	253.726563
3258.406738	0.000000	194.726563
3258.504395	0.000000	301.726563
3258.602051	0.000000	375.726563
3258.699951	0.000000	287.726563
3258.797607	0.000000	144.726563
3258.895508	0.000000	343.726563
3258.993164	0.000000	286.726563
3259.090820	0.000000	236.726563
3259.188721	0.000000	215.726563
3259.286377	0.000000	155.726563
3259.384277	0.000000	281.726563
3259.481934	0.000000	330.726563
3259.579590	0.000000	307.726563
3259.677490	0.000000	269.726563
3259.775146	0.000000	310.726563
3259.872803	0.000000	274.726563
3259.970703	0.000000	280.726563
3260.068359	0.000000	175.726563
3260.166260	0.000000	240.726563
3260.263916	0.000000	249.726563
3260.361572	0.000000	332.726563
3260.459473	0.000000	370.726563
3260.557129	0.000000	390.726563
3260.655029	0.000000	333.726563
3260.752686	0.000000	253.726563
3260.850342	0.000000	308.726563
3260.948242	0.000000	221.726563
3261.045898	0.000000	256.726563
3261.143799	0.000000	162.726563
3261.241455	0.000000	234.726563
3261.339111	0.000000	160.726563
3261.437012	0.000000	238.726563
3261.534668	0.000000	477.726563
3261.632568	0.000000	391.726563
3261.730225	0.000000	324.726563
3261.827881	0.000000	274.726563
3261.925781	0.000000	120.726563
3262.023438	0.000000	123.726563
3262.121094	0.000000	298.726563
3262.218994	0.000000	393.726563
3262.316650	0.000000	441.726563
3262.414551	0.000000	451.726563
3262.512207	0.000000	346.726563
3262.609863	0.000000	177.726563
3262.707764	0.000000	260.726563
3262.805420	0.000000	319.726563
3262.903320	0.000000	306.726563
3263.000977	0.000000	375.726563
3263.098633	0.000000	233.726563
3263.196533	0.000000	272.726563
3263.294189	0.000000	374.726563
3263.392090	0.000000	460.726563
3263.489746	0.000000	247.726563
3263.587402	0.000000	351.726563
3263.685303	0.000000	390.726563
3263.782959	0.000000	339.726563
3263.880859	0.000000	415.726563
3263.978516	0.000000	345.726563
3264.076172	0.000000	214.726563
3264.174072	0.000000	219.726563
3264.271729	0.000000	277.726563
3264.369385	0.000000	483.726563
3264.467285	0.000000	552.726563
3264.564941	0.000000	364.726563
3264.662842	0.000000	281.726563
3264.760498	0.000000	190.726563
3264.858154	0.000000	364.726563
3264.956055	0.000000	313.726563
3265.053711	0.000000	244.726563
3265.151611	0.000000	278.726563
3265.249268	0.000000	365.726563
3265.346924	0.000000	344.726563
3265.444824	0.000000	419.726563
3265.542480	0.000000	324.726563
3265.640381	0.000000	465.726563
3265.738037	0.000000	598.726563
3265.835693	0.000000	475.726563
3265.933594	0.000000	552.726563
3266.031250	0.000000	400.726563
3266.129150	0.000000	265.726563
3266.226807	0.000000	217.726563
3266.324463	0.000000	243.726563
3266.422363	0.000000	383.726563
3266.520020	0.000000	268.726563
3266.617676	0.000000	100.726563
3266.715576	0.000000	287.726563
3266.813232	0.000000	371.726563
3266.911133	0.000000	541.726563
3267.008789	0.000000	403.726563
3267.106445	0.000000	105.726563
3267.204346	0.000000	186.726563
3267.302002	0.000000	292.726563
3267.399902	0.000000	256.726563
3267.497559	0.000000	62.726563
3267.595215	0.000000	-21.273438
3267.693115	0.000000	172.726563
3267.790771	0.000000	203.726563
3267.888672	0.000000	289.726563
3267.986328	0.000000	240.726563
3268.083984	0.000000	278.726563
3268.181885	0.000000	340.726563
3268.279541	0.000000	319.726563
3268.377441	0.000000	293.726563
3268.475098	0.000000	519.726563
3268.572754	0.000000	459.726563
3268.670654	0.000000	255.726563
3268.768311	0.000000	318.726563
3268.865967	0.000000	447.726563
3268.963867	0.000000	257.726563
3269.061523	0.000000	373.726563
3269.159424	0.000000	436.726563
3269.257080	0.000000	369.726563
3269.354736	0.000000	147.726563
3269.452637	0.000000	65.726563
3269.550293	0.000000	301.726563
3269.648193	0.000000	390.726563
3269.745850	0.000000	312.726563
3269.843506	0.000000	176.726563
3269.941406	0.000000	151.726563
3270.039063	0.000000	205.726563
3270.136963	0.000000	241.726563
3270.234619	0.000000	263.726563
3270.332275	0.000000	400.726563
3270.430176	0.000000	480.726563
3270.527832	0.000000	366.726563
3270.625732	0.000000	254.726563
3270.723389	0.000000	282.726563
3270.821045	0.000000	162.726563
3270.918945	0.000000	279.726563
3271.016602	0.000000	412.726563
3271.114258	0.000000	336.726563
3271.212158	0.000000	328.726563
3271.309814	0.000000	318.726563
3271.407715	0.000000	248.726563
3271.505371	0.000000	358.726563
3271.603027	0.000000	320.726563
3271.700928	0.000000	201.726563
3271.798584	0.000000	121.726563
3271.896484	0.000000	225.726563
3271.994141	0.000000	164.726563
3272.091797	0.000000	234.726563
3272.189697	0.000000	149.726563
3272.287354	0.000000	338.726563
3272.385254	0.000000	429.726563
3272.482910	0.000000	415.726563
3272.580566	0.000000	337.726563
3272.678467	0.000000	343.726563
3272.776123	0.000000	234.726563
3272.873779	0.000000	420.726563
3272.971680	0.000000	340.726563
3273.069336	0.000000	251.726563
3273.167236	0.000000	335.726563
3273.264893	0.000000	473.726563
3273.362549	0.000000	310.726563
3273.460449	0.000000	251.726563
3273.558105	0.000000	352.726563
3273.656006	0.000000	474.726563
3273.753662	0.000000	431.726563
3273.851318	0.000000	146.726563
3273.949219	0.000000	61.726563
3274.046875	0.000000	283.726563
3274.144775	0.000000	410.726563
3274.242432	0.000000	419.726563
3274.340088	0.000000	309.726563
3274.437988	0.000000	313.726563
3274.535645	0.000000	246.726563
3274.633545	0.000000	425.726563
3274.731201	0.000000	398.726563
3274.828857	0.000000	246.726563
3274.926758	0.000000	209.726563
3275.024414	0.000000	316.726563
3275.122070	0.000000	347.726563
3275.219971	0.000000	329.726563
3275.317627	0.000000	463.726563
3275.415527	0.000000	290.726563
3275.513184	0.000000	252.726563
3275.610840	0.000000	235.726563
3275.708740	0.000000	353.726563
3275.806396	0.000000	458.726563
3275.904297	0.000000	642.726563
3276.001953	0.000000	678.726563
3276.099609	0.000000	629.726563
3276.197510	0.000000	684.726563
3276.295166	0.000000	960.726563
3276.393066	0.000000	1098.726563
3276.490723	0.000000	1203.726563
3276.588379	0.000000	1279.726563
3276.686279	0.000000	1073.726563
3276.783936	0.000000	914.726563
3276.881836	0.000000	939.726563
3276.979492	0.000000	848.726563
3277.077148	0.000000	825.726563
3277.175049	0.000000	757.726563
3277.272705	0.000000	699.726563
3277.370361	0.000000	614.726563
3277.468262	0.000000	413.726563
3277.565918	0.000000	271.726563
3277.663818	0.000000	365.726563
3277.761475	0.000000	491.726563
3277.859131	0.000000	810.726563
3277.957031	0.000000	931.726563
3278.054688	0.000000	1477.726563
3278.152588	0.000000	2357.726563
3278.250244	0.000000	3447.726563
3278.347900	0.000000	4582.726563
3278.445801	0.000000	6067.726563
3278.543457	0.000000	8080.726563
3278.641357	0.000000	10184.726563
3278.739014	0.000000	12768.726563
3278.836670	0.000000	15307.726563
3278.934570	0.000000	17740.726563
3279.032227	0.000000	19772.726563
3279.130127	0.000000	21470.726563
3279.227783	0.000000	22709.726563
3279.325439	0.000000	23160.726563
3279.423340	0.000000	22669.726563
3279.520996	0.000000	21086.726563
3279.618652	0.000000	18381.726563
3279.716553	0.000000	14724.726563
3279.814209	0.000000	10239.726563
3279.912109	0.000000	5574.726563
3280.009766	0.000000	549.726563
3280.107422	0.000000	-4739.273438
3280.205322	0.000000	-9384.273438
3280.302979	0.000000	-13354.273438
3280.400879	0.000000	-16642.273438
3280.498535	0.000000	-19110.273438
3280.596191	0.000000	-20527.273438
3280.694092	0.000000	-20694.273438
3280.791748	0.000000	-20372.273438
3280.889648	0.000000	-19060.273438
3280.987305	0.000000	-17437.273438
3281.084961	0.000000	-15276.273438
3281.182861	0.000000	-12965.273438
3281.280518	0.000000	-10775.273438
3281.378418	0.000000	-8840.273438
3281.476074	0.000000	-7101.273438
3281.573730	0.000000	-5571.273438
3281.671631	0.000000	-4174.273438
3281.769287	0.000000	-3048.273438
3281.866943	0.000000	-2273.273438
3281.964844	0.000000	-1774.273438
3282.062500	0.000000	-1278.273438
3282.160400	0.000000	-972.273438
3282.258057	0.000000	-849.273438
3282.355713	0.000000	-824.273438
3282.453613	0.000000	-594.273438
3282.551270	0.000000	-491.273438
3282.649170	0.000000	-625.273438
3282.746826	0.000000	-684.273438
3282.844482	0.000000	-697.273438
3282.942383	0.000000	-698.273438
3283.040039	0.000000	-622.273438
3283.137939	0.000000	-882.273438
3283.235596	0.000000	-897.273438
3283.333252	0.000000	-1017.273438
3283.431152	0.000000	-946.273438
3283.528809	0.000000	-921.273438
3283.626709	0.000000	-945.273438
3283.724365	0.000000	-844.273438
3283.822021	0.000000	-596.273438
3283.919922	0.000000	-564.273438
3284.017578	0.000000	-451.273438
3284.115234	0.000000	-361.273438
3284.213135	0.000000	-353.273438
3284.310791	0.000000	-170.273438
3284.408691	0.000000	46.726563
3284.506348	0.000000	-50.273438
3284.604004	0.000000	-12.273438
3284.701904	0.000000	216.726563
3284.799561	0.000000	0.726563
3284.897461	0.000000	-144.273438
3284.995117	0.000000	65.726563
3285.092773	0.000000	133.726563
3285.190674	0.000000	-39.273438
3285.288330	0.000000	21.726563
3285.386230	0.000000	-96.273438
3285.483887	0.000000	-201.273438
3285.581543	0.000000	-73.273438
3285.679443	0.000000	3.726563
3285.777100	0.000000	-33.273438
3285.874756	0.000000	-117.273438
3285.972656	0.000000	-92.273438
3286.070313	0.000000	60.726563
3286.168213	0.000000	57.726563
3286.265869	0.000000	5.726563
3286.363525	0.000000	56.726563
3286.461426	0.000000	100.726563
3286.559082	0.000000	145.726563
3286.656982	0.000000	55.726563
3286.754639	0.000000	52.726563
3286.852295	0.000000	-22.273438
3286.950195	0.000000	60.726563
3287.047852	0.000000	158.726563
3287.145752	0.000000	247.726563
3287.243408	0.000000	151.726563
3287.341064	0.000000	236.726563
3287.438965	0.000000	310.726563
3287.536621	0.000000	206.726563
3287.634521	0.000000	59.726563
3287.732178	0.000000	-65.273438
3287.829834	0.000000	90.726563
3287.927734	0.000000	109.726563
3288.025391	0.000000	205.726563
3288.123047	0.000000	225.726563
3288.220947	0.000000	180.726563
3288.318604	0.000000	121.726563
3288.416504	0.000000	187.726563
3288.514160	0.000000	82.726563
3288.611816	0.000000	55.726563
3288.709717	0.000000	268.726563
3288.807373	0.000000	122.726563
3288.905273	0.000000	44.726563
3289.002930	0.000000	-39.273438
3289.100586	0.000000	3.726563
3289.198486	0.000000	121.726563
3289.296143	0.000000	68.726563
3289.394043	0.000000	67.726563
3289.491699	0.000000	172.726563
3289.589355	0.000000	82.726563
3289.687256	0.000000	269.726563
3289.784912	0.000000	207.726563
3289.882813	0.000000	122.726563
3289.980469	0.000000	57.726563
3290.078125	0.000000	111.726563
3290.176025	0.000000	357.726563
3290.273682	0.000000	177.726563
3290.371338	0.000000	293.726563
3290.469238	0.000000	325.726563
3290.566895	0.000000	235.726563
3290.664795	0.000000	21.726563
3290.762451	0.000000	56.726563
3290.860107	0.000000	146.726563
3290.958008	0.000000	145.726563
3291.055664	0.000000	144.726563
3291.153564	0.000000	-64.273438
3291.251221	0.000000	-56.273438
3291.348877	0.000000	9.726563
3291.446777	0.000000	-52.273438
3291.544434	0.000000	-143.273438
3291.642334	0.000000	41.726563
3291.739990	0.000000	73.726563
3291.837646	0.000000	95.726563
3291.935547	0.000000	237.726563
3292.033203	0.000000	357.726563
3292.131104	0.000000	234.726563
3292.228760	0.000000	90.726563
3292.326416	0.000000	116.726563
3292.424316	0.000000	96.726563
3292.521973	0.000000	69.726563
3292.619629	0.000000	141.726563
3292.717529	0.000000	219.726563
3292.815186	0.000000	251.726563
3292.913086	0.000000	127.726563
3293.010742	0.000000	228.726563
3293.108398	0.000000	366.726563
3293.206299	0.000000	561.726563
3293.303955	0.000000	672.726563
3293.401855	0.000000	671.726563
3293.499512	0.000000	829.726563
3293.597168	0.000000	764.726563
3293.695068	0.000000	799.726563
3293.792725	0.000000	855.726563
3293.890625	0.000000	972.726563
3293.988281	0.000000	962.726563
3294.085938	0.000000	982.726563
3294.183838	0.000000	943.726563
3294.281494	0.000000	874.726563
3294.379395	0.000000	746.726563
3294.477051	0.000000	579.726563
3294.574707	0.000000	388.726563
3294.672607	0.000000	399.726563
3294.770264	0.000000	441.726563
3294.867920	0.000000	241.726563
3294.965820	0.000000	338.726563
3295.063477	0.000000	572.726563
3295.161377	0.000000	749.726563
3295.259033	0.000000	1022.726563
3295.356689	0.000000	1646.726563
3295.454590	0.000000	2406.726563
3295.552246	0.000000	3528.726563
3295.650146	0.000000	4799.726563
3295.747803	0.000000	6258.726563
3295.845459	0.000000	8239.726563
3295.943359	0.000000	10421.726563
3296.041016	0.000000	12766.726563
3296.138916	0.000000	15250.726563
3296.236572	0.000000	17797.726563
3296.334229	0.000000	20150.726563
3296.432129	0.000000	21818.726563
3296.529785	0.000000	23125.726563
3296.627686	0.000000	23513.726563
3296.725342	0.000000	22813.726563
3296.822998	0.000000	21005.726563
3296.920898	0.000000	18312.726563
3297.018555	0.000000	14755.726563
3297.116211	0.000000	10313.726563
3297.214111	0.000000	5111.726563
3297.311768	0.000000	-40.273438
3297.409668	0.000000	-5596.273438
3297.507324	0.000000	-10758.273438
3297.604980	0.000000	-14879.273438
3297.702881	0.000000	-18197.273438
3297.800537	0.000000	-20738.273438
3297.898438	0.000000	-21988.273438
3297.996094	0.000000	-22322.273438
3298.093750	0.000000	-21867.273438
3298.191650	0.000000	-20631.273438
3298.289307	0.000000	-18794.273438
3298.387207	0.000000	-16607.273438
3298.484863	0.000000	-14029.273438
3298.582520	0.000000	-11739.273438
3298.680420	0.000000	-9665.273438
3298.778076	0.000000	-7698.273438
3298.875977	0.000000	-6093.273438
3298.973633	0.000000	-4797.273438
3299.071289	0.000000	-3601.273438
3299.169189	0.000000	-2794.273438
3299.266846	0.000000	-2022.273438
3299.364502	0.000000	-1591.273438
3299.462402	0.000000	-1174.273438
3299.560059	0.000000	-1006.273438
3299.657959	0.000000	-726.273438
3299.755615	0.000000	-811.273438
3299.853271	0.000000	-1025.273438
3299.951172	0.000000	-1156.273438
3300.048828	0.000000	-1035.273438
3300.146729	0.000000	-1169.273438
3300.244385	0.000000	-1166.273438
3300.342041	0.000000	-1218.273438
3300.439941	0.000000	-1332.273438
3300.537598	0.000000	-1320.273438
3300.635498	0.000000	-1422.273438
3300.733154	0.000000	-1444.273438
3300.830811	0.000000	-1301.273438
3300.928711	0.000000	-1057.273438
3301.026367	0.000000	-1053.273438
3301.124023	0.000000	-922.273438
3301.221924	0.000000	-686.273438
3301.319580	0.000000	-835.273438
3301.417480	0.000000	-875.273438
3301.515137	0.000000	-696.273438
3301.612793	0.000000	-626.273438
3301.710693	0.000000	-655.273438
3301.808350	0.000000	-688.273438
3301.906250	0.000000	-643.273438
3302.003906	0.000000	-599.273438
3302.101563	0.000000	-611.273438
3302.199463	0.000000	-594.273438
3302.297119	0.000000	-632.273438
3302.395020	0.000000	-535.273438
3302.492676	0.000000	-509.273438
3302.590332	0.000000	-452.273438
3302.688232	0.000000	-335.273438
3302.785889	0.000000	-342.273438
3302.883789	0.000000	-353.273438
3302.981445	0.000000	-479.273438
3303.079102	0.000000	-471.273438
3303.177002	0.000000	-412.273438
3303.274658	0.000000	-417.273438
3303.372314	0.000000	-332.273438
3303.470215	0.000000	-281.273438
3303.567871	0.000000	-204.273438
3303.665771	0.000000	-341.273438
3303.763428	0.000000	-363.273438
3303.861084	0.000000	-429.273438
3303.958984	0.000000	-465.273438
3304.056641	0.000000	-328.273438
3304.154541	0.000000	-368.273438
3304.252197	0.000000	-476.273438
3304.349854	0.000000	-523.273438
3304.447754	0.000000	-362.273438
3304.545410	0.000000	-498.273438
3304.643311	0.000000	-546.273438
3304.740967	0.000000	-681.273438
3304.838623	0.000000	-640.273438
3304.936523	0.000000	-476.273438
3305.034180	0.000000	-274.273438
