PE FL                   SPECTRUM    ASCII       PEDS        1.60        
  -1
DM06AE~1.TXT
18/03/13
14:21:02.00
18/03/13
14:21:02.00


594.500000
1









LS55
350.00
11.00
9.00
SCAN
1
20
100
100
0
60
0
1
0
1
7
ON
600 350 
1 0 0
#HDR
-1
-1
#GR
NM

0.00002384185791015625
0.0
400.000000
0.500000
390
8
690.891649
3.923133
#DATA
400.000000	47.545000  
400.500000	49.427895  
401.000000	51.323061  
401.500000	53.259068  
402.000000	55.258438  
402.500000	57.350452  
403.000000	59.558207  
403.500000	61.923762  
404.000000	64.473453  
404.500000	67.242250  
405.000000	70.256603  
405.500000	73.520259  
406.000000	77.037848  
406.500000	80.789293  
407.000000	84.757360  
407.500000	88.918914  
408.000000	93.324984  
408.500000	97.989587  
409.000000	102.917688 
409.500000	108.134926 
410.000000	113.697491 
410.500000	119.662987 
411.000000	126.058527 
411.500000	132.900349 
412.000000	140.166164 
412.500000	147.878404 
413.000000	156.028041 
413.500000	164.575771 
414.000000	173.463885 
414.500000	182.654918 
415.000000	192.104950 
415.500000	201.814117 
416.000000	211.790630 
416.500000	222.046989 
417.000000	232.589163 
417.500000	243.457780 
418.000000	254.648760 
418.500000	266.204687 
419.000000	278.123980 
419.500000	290.356429 
420.000000	302.861733 
420.500000	315.571732 
421.000000	328.409204 
421.500000	341.282205 
422.000000	354.143260 
422.500000	366.883229 
423.000000	379.492682 
423.500000	391.961473 
424.000000	404.297732 
424.500000	416.518332 
425.000000	428.685891 
425.500000	440.753817 
426.000000	452.754295 
426.500000	464.740221 
427.000000	476.635339 
427.500000	488.412277 
428.000000	500.019763 
428.500000	511.452699 
429.000000	522.642073 
429.500000	533.589799 
430.000000	544.197547 
430.500000	554.474105 
431.000000	564.496218 
431.500000	574.197830 
432.000000	583.590924 
432.500000	592.635935 
433.000000	601.394556 
433.500000	609.805844 
434.000000	617.833302 
434.500000	625.449290 
435.000000	632.644061 
435.500000	639.528402 
436.000000	646.039019 
436.500000	652.237318 
437.000000	658.023066 
437.500000	663.421810 
438.000000	668.401984 
438.500000	672.924044 
439.000000	676.955335 
439.500000	680.427125 
440.000000	683.399921 
440.500000	685.854228 
441.000000	687.845167 
441.500000	689.306192 
442.000000	690.292141 
442.500000	690.816816 
443.000000	690.891649 
443.500000	690.530136 
444.000000	689.698749 
444.500000	688.440101 
445.000000	686.792380 
445.500000	684.759643 
446.000000	682.322065 
446.500000	679.510697 
447.000000	676.367196 
447.500000	672.889764 
448.000000	669.121327 
448.500000	665.041558 
449.000000	660.704134 
449.500000	656.195224 
450.000000	651.473865 
450.500000	646.521618 
451.000000	641.371215 
451.500000	636.048292 
452.000000	630.441896 
452.500000	624.599009 
453.000000	618.518831 
453.500000	612.254475 
454.000000	605.898521 
454.500000	599.482256 
455.000000	593.046579 
455.500000	586.637907 
456.000000	580.323001 
456.500000	574.032202 
457.000000	567.756851 
457.500000	561.444436 
458.000000	555.068967 
458.500000	548.643469 
459.000000	542.192127 
459.500000	535.715256 
460.000000	529.153040 
460.500000	522.562544 
461.000000	515.958576 
461.500000	509.382367 
462.000000	502.834808 
462.500000	496.306956 
463.000000	489.797707 
463.500000	483.372424 
464.000000	477.077541 
464.500000	470.827043 
465.000000	464.613998 
465.500000	458.426536 
466.000000	452.254255 
466.500000	446.110329 
467.000000	439.999016 
467.500000	433.886532 
468.000000	427.817452 
468.500000	421.842912 
469.000000	415.951297 
469.500000	410.179921 
470.000000	404.522473 
470.500000	398.937838 
471.000000	393.448622 
471.500000	388.055062 
472.000000	382.724831 
472.500000	377.466506 
473.000000	372.250901 
473.500000	367.066828 
474.000000	361.929260 
474.500000	356.855879 
475.000000	351.803266 
475.500000	346.785757 
476.000000	341.780833 
476.500000	336.792277 
477.000000	331.851541 
477.500000	326.948637 
478.000000	322.108565 
478.500000	317.348160 
479.000000	312.693203 
479.500000	308.113119 
480.000000	303.642274 
480.500000	299.198091 
481.000000	294.763393 
481.500000	290.335354 
482.000000	285.885415 
482.500000	281.388797 
483.000000	276.857210 
483.500000	272.322418 
484.000000	267.781488 
484.500000	263.320932 
485.000000	258.936211 
485.500000	254.621312 
486.000000	250.372181 
486.500000	246.198759 
487.000000	242.061725 
487.500000	237.967738 
488.000000	233.932499 
488.500000	229.903577 
489.000000	225.916979 
489.500000	221.969719 
490.000000	218.068695 
490.500000	214.206293 
491.000000	210.399200 
491.500000	206.633907 
492.000000	202.938844 
492.500000	199.353293 
493.000000	195.863648 
493.500000	192.482535 
494.000000	189.206440 
494.500000	186.039400 
495.000000	182.958705 
495.500000	179.923277 
496.000000	176.886561 
496.500000	173.835131 
497.000000	170.776516 
497.500000	167.725202 
498.000000	164.700037 
498.500000	161.716947 
499.000000	158.813744 
499.500000	155.993422 
500.000000	153.254118 
500.500000	150.578848 
501.000000	147.969388 
501.500000	145.418556 
502.000000	142.905780 
502.500000	140.402201 
503.000000	137.900944 
503.500000	135.412695 
504.000000	132.921981 
504.500000	130.433583 
505.000000	127.947556 
505.500000	125.480487 
506.000000	123.070219 
506.500000	120.724364 
507.000000	118.438870 
507.500000	116.222858 
508.000000	114.061374 
508.500000	111.944197 
509.000000	109.869649 
509.500000	107.819204 
510.000000	105.777397 
510.500000	103.761807 
511.000000	101.756375 
511.500000	99.751710  
512.000000	97.768838  
512.500000	95.785035  
513.000000	93.792015  
513.500000	91.801336  
514.000000	89.821772  
514.500000	87.858597  
515.000000	85.930633  
515.500000	84.039813  
516.000000	82.188391  
516.500000	80.393507  
517.000000	78.650831  
517.500000	76.941085  
518.000000	75.263499  
518.500000	73.610992  
519.000000	71.965343  
519.500000	70.329941  
520.000000	68.698815  
520.500000	67.075652  
521.000000	65.454677  
521.500000	63.857578  
522.000000	62.290718  
522.500000	60.759857  
523.000000	59.272260  
523.500000	57.827598  
524.000000	56.427601  
524.500000	55.063397  
525.000000	53.742842  
525.500000	52.440795  
526.000000	51.159908  
526.500000	49.888538  
527.000000	48.622186  
527.500000	47.358940  
528.000000	46.102476  
528.500000	44.860631  
529.000000	43.634182  
529.500000	42.444427  
530.000000	41.285069  
530.500000	40.166096  
531.000000	39.091292  
531.500000	38.059002  
532.000000	37.065327  
532.500000	36.100871  
533.000000	35.166036  
533.500000	34.246810  
534.000000	33.350954  
534.500000	32.473209  
535.000000	31.614557  
535.500000	30.776603  
536.000000	29.964171  
536.500000	29.183033  
537.000000	28.425603  
537.500000	27.691992  
538.000000	26.986359  
538.500000	26.310085  
539.000000	25.660015  
539.500000	25.031666  
540.000000	24.427995  
540.500000	23.851087  
541.000000	23.298891  
541.500000	22.759333  
542.000000	22.224935  
542.500000	21.700152  
543.000000	21.182064  
543.500000	20.666918  
544.000000	20.160980  
544.500000	19.665416  
545.000000	19.189015  
545.500000	18.740032  
546.000000	18.315888  
546.500000	17.910510  
547.000000	17.526322  
547.500000	17.164682  
548.000000	16.814854  
548.500000	16.475468  
549.000000	16.137440  
549.500000	15.795190  
550.000000	15.454779  
550.500000	15.114587  
551.000000	14.776259  
551.500000	14.443555  
552.000000	14.120386  
552.500000	13.813010  
553.000000	13.526534  
553.500000	13.255147  
554.000000	12.992230  
554.500000	12.739815  
555.000000	12.493645  
555.500000	12.253845  
556.000000	12.022586  
556.500000	11.794712  
557.000000	11.573190  
557.500000	11.356061  
558.000000	11.137751  
558.500000	10.916762  
559.000000	10.695212  
559.500000	10.471496  
560.000000	10.247871  
560.500000	10.033916  
561.000000	9.832642   
561.500000	9.647295   
562.000000	9.477804   
562.500000	9.317169   
563.000000	9.164601   
563.500000	9.014699   
564.000000	8.866563   
564.500000	8.715691   
565.000000	8.562633   
565.500000	8.410585   
566.000000	8.262675   
566.500000	8.117791   
567.000000	7.976649   
567.500000	7.842799   
568.000000	7.712357   
568.500000	7.587069   
569.000000	7.466710   
569.500000	7.348455   
