     index            Field [G]         Intensity []

         1                 3270   -0.377847117265809
         2               3270.1   -0.378070795527214
         3               3270.2   -0.378135783304322
         4               3270.3   -0.378046811930467
         5               3270.4   -0.377846537895515
         6               3270.5   -0.377593894640601
         7               3270.6   -0.377331362589047
         8               3270.7   -0.377080139760196
         9               3270.8   -0.376867443466574
        10               3270.9   -0.376732312271883
        11                 3271   -0.376670973336354
        12               3271.1   -0.376581012567293
        13               3271.2   -0.376316786574597
        14               3271.3   -0.375851032548026
        15               3271.4   -0.375360169377384
        16               3271.5    -0.37508895391516
        17               3271.6   -0.375117634160094
        18               3271.7   -0.375295170074398
        19               3271.8   -0.375401805802453
        20               3271.9   -0.375341130062216
        21                 3272   -0.375183256298806
        22               3272.1   -0.375090471561838
        23               3272.2   -0.375234613629995
        24               3272.3   -0.375734585136738
        25               3272.4    -0.37661107436187
        26               3272.5    -0.37779765758489
        27               3272.6   -0.379211246000124
        28               3272.7   -0.380789762846982
        29               3272.8   -0.382430243537838
        30               3272.9   -0.383904286354188
        31                 3273   -0.384880513970322
        32               3273.1   -0.385067741507756
        33               3273.2   -0.384372181961356
        34               3273.3   -0.382967985076441
        35               3273.4   -0.381249100463347
        36               3273.5   -0.379679411552297
        37               3273.6   -0.378606766266387
        38               3273.7   -0.378147526037833
        39               3273.8   -0.378206839536067
        40               3273.9   -0.378594883298479
        41                 3274   -0.379148867019916
        42               3274.1   -0.379801217847266
        43               3274.2   -0.380572967206706
        44               3274.3   -0.381503443658071
        45               3274.4    -0.38257326755072
        46               3274.5   -0.383684651353398
        47               3274.6   -0.384697948727833
        48               3274.7   -0.385469796821159
        49               3274.8   -0.385864589526258
        50               3274.9   -0.385761689616505
        51                 3275   -0.385083914816664
        52               3275.1   -0.383840032343344
        53               3275.2   -0.382150905068108
        54               3275.3   -0.380236209913008
        55               3275.4   -0.378365830409439
        56               3275.5   -0.376794989456129
        57               3275.6   -0.375694063735511
        58               3275.7   -0.375088582867586
        59               3275.8   -0.374853020374624
        60               3275.9    -0.37479196110643
