     index            Field [G]         Intensity []

         1                 3270   -0.388990154019457
         2               3270.1   -0.389713214878106
         3               3270.2   -0.390592609310423
         4               3270.3   -0.391489197130571
         5               3270.4   -0.392195953600998
         6               3270.5   -0.392551619646532
         7               3270.6    -0.39257097817089
         8               3270.7     -0.3924433471991
         9               3270.8   -0.392369732849109
        10               3270.9   -0.392396106983762
        11                 3271   -0.392401906062353
        12               3271.1   -0.392235128300511
        13               3271.2   -0.391857892813291
        14               3271.3    -0.39139006796816
        15               3271.4   -0.391038015964947
        16               3271.5   -0.390956589011727
        17               3271.6   -0.391113280765986
        18               3271.7   -0.391247793568187
        19               3271.8   -0.391001852468425
        20               3271.9    -0.39016995863699
        21                 3272   -0.388884240403165
        22               3272.1   -0.387570765669594
        23               3272.2   -0.386705389274132
        24               3272.3    -0.38655930500544
        25               3272.4   -0.387106263117525
        26               3272.5   -0.388110430410166
        27               3272.6   -0.389279412133409
        28               3272.7   -0.390360783400184
        29               3272.8   -0.391165407299497
        30               3272.9   -0.391586418983883
        31                 3273   -0.391647478366109
        32               3273.1   -0.391520446027544
        33               3273.2   -0.391443623402855
        34               3273.3   -0.391569612022799
        35               3273.4   -0.391859481539025
        36               3273.5   -0.392120449923152
        37               3273.6   -0.392175666535024
        38               3273.7   -0.392042497663398
        39               3273.8   -0.391964594384814
        40               3273.9   -0.392240082590678
        41                 3274   -0.392967987901597
        42               3274.1   -0.393935324837593
        43               3274.2   -0.394751610108305
        44               3274.3   -0.395100925881183
        45               3274.4   -0.394887522308608
        46               3274.5   -0.394198189246338
        47               3274.6   -0.393194042514701
        48               3274.7   -0.392058071675198
        49               3274.8   -0.390998335823425
        50               3274.9   -0.390226287489374
        51                 3275    -0.38987800964978
        52               3275.1   -0.389942066801846
        53               3275.2   -0.390276542554743
        54               3275.3   -0.390709159626343
        55               3275.4   -0.391126463502196
        56               3275.5   -0.391487932956337
        57               3275.6   -0.391799172674416
        58               3275.7   -0.392097965053859
        59               3275.8   -0.392440609653809
        60               3275.9   -0.392857995251526
        61                 3276   -0.393314844554459
        62               3276.1   -0.393728946570213
        63               3276.2   -0.394035839321136
        64               3276.3   -0.394231471889684
        65               3276.4   -0.394369844880225
        66               3276.5   -0.394542335593109
        67               3276.6    -0.39483663675472
        68               3276.7   -0.395255255070929
        69               3276.8   -0.395649120144604
        70               3276.9    -0.39576824733533
        71                 3277   -0.395419780251338
        72               3277.1   -0.394587267467295
        73               3277.2   -0.393410723571379
        74               3277.3   -0.392091978845512
        75               3277.4   -0.390844718205238
        76               3277.5   -0.389908252779432
        77               3277.6   -0.389546196395387
        78               3277.7   -0.389966030033548
        79               3277.8   -0.391187315677969
        80               3277.9   -0.392960769960259
        81                 3278   -0.394825988698929
        82               3278.1   -0.396290542619766
        83               3278.2   -0.397007501267205
        84               3278.3     -0.3968363748547
        85               3278.4   -0.395799454857071
        86               3278.5   -0.394049232619634
        87               3278.6   -0.391905330419166
        88               3278.7    -0.38986322557857
        89               3278.8   -0.388442136511635
        90               3278.9   -0.387916662164051
        91                 3279    -0.38816677469855
        92               3279.1   -0.388820652614429
        93               3279.2   -0.389577419091477
        94               3279.3   -0.390400470278932
        95               3279.4   -0.391408879937301
        96               3279.5   -0.392622024135568
        97               3279.6   -0.393855297259055
        98               3279.7    -0.39486708798079
