     index            Field [G]         Intensity []

         1                 3270   -0.386378663566083
         2               3270.1   -0.386284792863146
         3               3270.2   -0.386078602791603
         4               3270.3   -0.385709052441033
         5               3270.4    -0.38512680842648
         6               3270.5   -0.384336991082004
         7               3270.6   -0.383461528170562
         8               3270.7   -0.382741748970917
         9               3270.8   -0.382435677497588
        10               3270.9   -0.382656955348765
        11                 3271   -0.383270205715626
        12               3271.1   -0.383929362081385
        13               3271.2   -0.384241854237675
        14               3271.3   -0.383955146166458
        15               3271.4   -0.383062689077989
        16               3271.5     -0.3817889800348
        17               3271.6   -0.380473470024806
        18               3271.7   -0.379412732465201
        19               3271.8   -0.378744300959253
        20               3271.9   -0.378434016954132
        21                 3272   -0.378351530852931
        22               3272.1   -0.378359941311843
        23               3272.2   -0.378370837956253
        24               3272.3   -0.378370340497333
        25               3272.4   -0.378420812788131
        26               3272.5   -0.378619241483038
        27               3272.6   -0.379025180625849
        28               3272.7   -0.379621017125593
        29               3272.8   -0.380336160277996
        30               3272.9   -0.381081843014577
        31                 3273   -0.381738002678852
        32               3273.1   -0.382128431122081
        33               3273.2   -0.382068583243583
        34               3273.3   -0.381482572343999
        35               3273.4   -0.380478917422378
        36               3273.5   -0.379301614590975
        37               3273.6   -0.378201031805427
        38               3273.7   -0.377339008415321
        39               3273.8   -0.376786061683974
        40               3273.9   -0.376565035237172
        41                 3274   -0.376657269734798
        42               3274.1   -0.376954029779296
        43               3274.2   -0.377238269833327
        44               3274.3   -0.377287185625514
        45               3274.4   -0.377048040921987
        46               3274.5    -0.37670560050862
        47               3274.6   -0.376525981712381
        48               3274.7   -0.376603101141444
        49               3274.8   -0.376776381618605
        50               3274.9    -0.37682607080253
        51                 3275   -0.376737737893314
        52               3275.1   -0.376735868273191
        53               3275.2   -0.377051267542821
        54               3275.3   -0.377691482953274
        55               3275.4    -0.37845496556545
        56               3275.5   -0.379131987705377
        57               3275.6   -0.379655646857726
        58               3275.7   -0.380082231590822
        59               3275.8   -0.380484872110264
        60               3275.9   -0.380889618410882
        61                 3276   -0.381277328353444
        62               3276.1   -0.381593602999905
        63               3276.2   -0.381744609356865
        64               3276.3   -0.381628157374044
        65               3276.4    -0.38123416946565
        66               3276.5   -0.380750361271358
        67               3276.6   -0.380552756727504
        68               3276.7    -0.38103318330563
        69               3276.8    -0.38236064615922
        70               3276.9   -0.384349179255072
        71                 3277    -0.38652696780918
        72               3277.1   -0.388341157714438
        73               3277.2   -0.389357343268262
        74               3277.3    -0.38938341269358
        75               3277.4   -0.388530410712485
        76               3277.5   -0.387193918555196
        77               3277.6    -0.38589191668569
        78               3277.7   -0.384988917068295
        79               3277.8   -0.384497339932242
        80               3277.9   -0.384131566324741
        81                 3278   -0.383561040735458
        82               3278.1   -0.382634621749826
        83               3278.2   -0.381429515176443
        84               3278.3   -0.380167835728099
        85               3278.4    -0.37909937390529
        86               3278.5   -0.378391393472865
        87               3278.6   -0.378062268230271
        88               3278.7   -0.378021391278244
        89               3278.8   -0.378193235807086
        90               3278.9   -0.378582373265276
        91                 3279   -0.379190320028693
        92               3279.1   -0.379890673684761
        93               3279.2   -0.380435591418106
        94               3279.3   -0.380609451922599
        95               3279.4   -0.380377816355727
        96               3279.5   -0.379898960768292
        97               3279.6   -0.379410851142968
        98               3279.7   -0.379100976974487
        99               3279.8   -0.379044478043415
       100               3279.9   -0.379220207846287
       101                 3280   -0.379558747247108
       102               3280.1   -0.379971417420873
       103               3280.2   -0.380352388922442
       104               3280.3   -0.380594267857879
       105               3280.4   -0.380645664365695
       106               3280.5   -0.380567930722733
       107               3280.6   -0.380515265089771
       108               3280.7    -0.38063396134535
       109               3280.8   -0.380971142400013
       110               3280.9   -0.381471048998436
       111                 3281    -0.38203016795036
       112               3281.1   -0.382527053000799
       113               3281.2   -0.382810001490211
       114               3281.3   -0.382710980157584
       115               3281.4    -0.38213189193094
       116               3281.5   -0.381149103062713
       117               3281.6   -0.380034160304575
       118               3281.7   -0.379150541867794
       119               3281.8    -0.37879463816169
       120               3281.9   -0.379097193577681
       121                 3282   -0.380031902144429
       122               3282.1   -0.381458076547655
       123               3282.2   -0.383113268741719
       124               3282.3   -0.384608474320295
       125               3282.4   -0.385561687423648
       126               3282.5   -0.385855809285698
       127               3282.6   -0.385785923273232
       128               3282.7   -0.385892747310325
       129               3282.8   -0.386577816124617
       130               3282.9   -0.387821388191131
       131                 3283   -0.389229477748015
       132               3283.1   -0.390345929136203
       133               3283.2   -0.390967112006001
       134               3283.3   -0.391231307923948
       135               3283.4   -0.391451674059937
       136               3283.5   -0.391852702807078
       137               3283.6    -0.39241608908109
       138               3283.7   -0.392925767320023
       139               3283.8   -0.393140918662921
       140               3283.9   -0.392957957017265
       141                 3284   -0.392469807459141
       142               3284.1   -0.391908764267903
       143               3284.2   -0.391507993903379
       144               3284.3    -0.39135033717968
       145               3284.4   -0.391297016613212
       146               3284.5   -0.391061409787412
       147               3284.6   -0.390399826355426
       148               3284.7   -0.389293598836128
       149               3284.8   -0.387982237368519
       150               3284.9     -0.3868110567799
       151                 3285   -0.386007089433929
       152               3285.1   -0.385550971819166
       153               3285.2   -0.385215521392437
       154               3285.3   -0.384714325471041
       155               3285.4   -0.383869691282336
       156               3285.5    -0.38272971373593
       157               3285.6   -0.381566133567586
       158               3285.7   -0.380720253084126
       159               3285.8   -0.380380189731431
       160               3285.9   -0.380458977755896
       161                 3286   -0.380677353409192
       162               3286.1   -0.380789841230723
       163               3286.2   -0.380776915432795
       164               3286.3   -0.380845277954969
       165               3286.4   -0.381227818016077
       166               3286.5    -0.38195737331207
       167               3286.6   -0.382826839483541
       168               3286.7   -0.383565051500222
       169               3286.8   -0.384038494198241
       170               3286.9   -0.384288685585224
       171                 3287   -0.384419033312786
       172               3287.1   -0.384492619772151
       173               3287.2   -0.384539109585342
       174               3287.3    -0.38461360681141
       175               3287.4   -0.384799293234965
       176               3287.5   -0.385131935660888
       177               3287.6   -0.385523031123016
       178               3287.7   -0.385768856882911
       179               3287.8   -0.385670379661644
       180               3287.9    -0.38520639117785
       181                 3288   -0.384630302532684
       182               3288.1   -0.384362691835079
       183               3288.2   -0.384697825690375
       184               3288.3   -0.385549342352593
       185               3288.4    -0.38648799000123
       186               3288.5   -0.387072160986896
       187               3288.6   -0.387180006970681
       188               3288.7   -0.387049159406837
       189               3288.8   -0.387024627066988
       190               3288.9   -0.387281317291414
       191                 3289   -0.387758679764904
       192               3289.1   -0.388299325868843
       193               3289.2    -0.38880445011851
       194               3289.3   -0.389264034271503
       195               3289.4   -0.389686985197102
       196               3289.5   -0.390041605090104
       197               3289.6   -0.390253230980852
       198               3289.7    -0.39022038481445
       199               3289.8   -0.389832238483464
       200               3289.9   -0.389034205089866
       201                 3290    -0.38794155324538
       202               3290.1   -0.386877701690431
       203               3290.2   -0.386223668498123
       204               3290.3    -0.38615691265094
       205               3290.4   -0.386503497841351
       206               3290.5   -0.386838413680242
       207               3290.6   -0.386750280715825
       208               3290.7   -0.386069645969554
