     index            Field [G]         Intensity []

         1                 3270   -0.391538377039297
         2               3270.1   -0.391916362870345
         3               3270.2   -0.392316148414203
         4               3270.3    -0.39272587976537
         5               3270.4   -0.393123674252094
         6               3270.5   -0.393472707398647
         7               3270.6   -0.393726508197905
         8               3270.7    -0.39385386490103
         9               3270.8   -0.393872822203207
        10               3270.9   -0.393853893299194
        11                 3271   -0.393862943292529
        12               3271.1   -0.393884455327133
        13               3271.2   -0.393814998649813
        14               3271.3    -0.39355499669942
        15               3271.4   -0.393112833836678
        16               3271.5   -0.392612776113194
        17               3271.6    -0.39219206893124
        18               3271.7   -0.391873544867606
        19               3271.8   -0.391521785323165
        20               3271.9   -0.390931879199742
        21                 3272   -0.389996052711297
        22               3272.1   -0.388812799069735
        23               3272.2   -0.387636320727832
        24               3272.3   -0.386712128877842
        25               3272.4   -0.386154112834269
        26               3272.5   -0.385950277617952
        27               3272.6   -0.386026649926052
        28               3272.7   -0.386266993809434
        29               3272.8   -0.386506911277811
        30               3272.9   -0.386588594746187
        31                 3273   -0.386461230760402
        32               3273.1   -0.386204698158394
        33               3273.2   -0.385926401117712
        34               3273.3   -0.385642258686824
        35               3273.4   -0.385272863323213
        36               3273.5   -0.384745781925341
        37               3273.6   -0.384093620239531
        38               3273.7   -0.383477473544275
        39               3273.8   -0.383143856893062
        40               3273.9   -0.383340221964763
        41                 3274   -0.384201883714786
        42               3274.1   -0.385642008474354
        43               3274.2   -0.387316078423113
        44               3274.3     -0.3887324860602
        45               3274.4   -0.389493045293892
        46               3274.5   -0.389513242843898
        47               3274.6   -0.389040927987586
        48               3274.7   -0.388451075849733
        49               3274.8   -0.387998289603334
        50               3274.9   -0.387727584564089
        51                 3275   -0.387569298955971
        52               3275.1   -0.387488350039724
        53               3275.2   -0.387557816929665
        54               3275.3   -0.387915791576838
        55               3275.4   -0.388643406487497
        56               3275.5   -0.389653160674363
        57               3275.6   -0.390683325686331
        58               3275.7   -0.391419335277706
        59               3275.8   -0.391655414433817
        60               3275.9   -0.391383869217342
        61                 3276   -0.390773726796168
        62               3276.1   -0.390078203081427
        63               3276.2   -0.389528338522746
        64               3276.3   -0.389251489889458
        65               3276.4   -0.389232619662198
        66               3276.5   -0.389325335400786
        67               3276.6   -0.389320949733673
        68               3276.7   -0.389073232660925
        69               3276.8    -0.38862137055119
        70               3276.9   -0.388197580864556
        71                 3277   -0.388059739369639
        72               3277.1   -0.388262046887378
        73               3277.2   -0.388588235375196
        74               3277.3   -0.388751251181867
        75               3277.4   -0.388697926246516
        76               3277.5   -0.388725962018277
        77               3277.6    -0.38927898232948
        78               3277.7   -0.390588959508536
        79               3277.8   -0.392483376819822
        80               3277.9   -0.394513653747286
        81                 3278   -0.396256478812163
        82               3278.1   -0.397507924145067
        83               3278.2   -0.398244201162356
        84               3278.3   -0.398462898331791
        85               3278.4   -0.398101971073085
        86               3278.5   -0.397125535439417
        87               3278.6   -0.395692381549216
        88               3278.7   -0.394224832954697
        89               3278.8   -0.393256682539402
        90               3278.9   -0.393133539763981
        91                 3279   -0.393801216924062
        92               3279.1    -0.39486968335863
        93               3279.2    -0.39589868847979
        94               3279.3   -0.396651615460864
        95               3279.4   -0.397118443341753
        96               3279.5   -0.397356475153445
        97               3279.6   -0.397363360707503
        98               3279.7   -0.397112462037414
