     index            Field [G]         Intensity []

         1                 3270   -0.403323022811473
         2               3270.1   -0.405078167955818
         3               3270.2   -0.399418160934357
         4               3270.3   -0.400982228129117
         5               3270.4   -0.397515254125242
         6               3270.5   -0.404093697997149
         7               3270.6   -0.403755680041547
         8               3270.7   -0.388657015710915
         9               3270.8   -0.399617334696665
        10               3270.9   -0.410267906988443
        11                 3271   -0.392282492958103
        12               3271.1   -0.400067162006475
        13               3271.2   -0.403024755116332
        14               3271.3   -0.391565047931737
        15               3271.4   -0.401785374906459
        16               3271.5   -0.394016931036044
        17               3271.6   -0.397043529946884
        18               3271.7   -0.398446784800099
        19               3271.8   -0.394427210713396
        20               3271.9   -0.399157005575505
        21                 3272   -0.391646594420039
        22               3272.1   -0.399141919684621
        23               3272.2   -0.393370966245908
        24               3272.3   -0.400586945962166
        25               3272.4   -0.399778555759806
        26               3272.5   -0.395898943249663
        27               3272.6   -0.402687575853858
        28               3272.7   -0.403934786756925
        29               3272.8   -0.400945566787835
        30               3272.9   -0.397796534094127
        31                 3273   -0.403121689012981
        32               3273.1   -0.398446793632812
        33               3273.2   -0.409558245912208
        34               3273.3   -0.398033793538705
        35               3273.4    -0.39882807920888
        36               3273.5   -0.407390114543171
        37               3273.6   -0.400794261495169
        38               3273.7        -0.4059245386
        39               3273.8   -0.399643301243005
        40               3273.9    -0.39926666991714
        41                 3274   -0.400347949667253
        42               3274.1    -0.40404335087292
        43               3274.2   -0.399106597083241
        44               3274.3   -0.408827101299395
        45               3274.4   -0.407927876128631
        46               3274.5   -0.396365940775572
        47               3274.6   -0.414283074625329
        48               3274.7    -0.40541733788956
        49               3274.8   -0.413128273509564
        50               3274.9   -0.403505683728813
        51                 3275   -0.412388823218364
        52               3275.1   -0.401782406357306
        53               3275.2   -0.410722413664441
        54               3275.3   -0.402546112672084
        55               3275.4   -0.416102012496622
        56               3275.5   -0.404680910518758
        57               3275.6   -0.410653270249201
        58               3275.7   -0.397529819504498
        59               3275.8   -0.401475343057075
        60               3275.9   -0.401974889764749
        61                 3276   -0.402015276740911
        62               3276.1   -0.398711519010178
        63               3276.2   -0.404736241182624
        64               3276.3   -0.406725248555492
        65               3276.4   -0.403949259331615
        66               3276.5    -0.40137587877727
        67               3276.6   -0.402420161142055
        68               3276.7   -0.402492846789964
        69               3276.8   -0.396305402851679
        70               3276.9    -0.39527665639172
        71                 3277   -0.402961017438687
        72               3277.1   -0.403275069617105
        73               3277.2   -0.401715826149533
        74               3277.3   -0.407160996615303
        75               3277.4   -0.398717776461557
        76               3277.5   -0.394627804185534
        77               3277.6   -0.391761125363099
        78               3277.7   -0.398766036310859
        79               3277.8   -0.391107728556275
        80               3277.9    -0.39596395372859
        81                 3278   -0.399169481053782
        82               3278.1   -0.398236714930039
        83               3278.2   -0.399268913698451
        84               3278.3   -0.397114740425321
        85               3278.4   -0.397857240628295
        86               3278.5   -0.403647660360877
        87               3278.6    -0.39692965348178
        88               3278.7   -0.395270526524377
        89               3278.8   -0.396209002690316
        90               3278.9   -0.397527967647261
        91                 3279   -0.399607262022148
        92               3279.1    -0.39724787223035
        93               3279.2   -0.402118532202275
        94               3279.3   -0.404336121117298
        95               3279.4    -0.38876833710456
        96               3279.5   -0.399030664654562
        97               3279.6   -0.405266350288549
        98               3279.7   -0.394167528145829
        99               3279.8   -0.402169034084799
       100               3279.9   -0.407391655021011
       101                 3280   -0.409906939494328
       102               3280.1   -0.401305881402117
       103               3280.2   -0.403362529073906
       104               3280.3   -0.395728797767198
       105               3280.4   -0.402091503313366
       106               3280.5   -0.405133246835998
       107               3280.6   -0.397808045762196
       108               3280.7   -0.394307457538912
       109               3280.8   -0.405449040906543
       110               3280.9   -0.416994658665706
       111                 3281   -0.397029344708459
       112               3281.1   -0.409489764014434
       113               3281.2   -0.401012461306753
       114               3281.3   -0.405137014416985
       115               3281.4   -0.405859809573792
       116               3281.5   -0.407429660011027
       117               3281.6   -0.407492935050821
       118               3281.7   -0.400753506091941
       119               3281.8   -0.408179737707985
       120               3281.9    -0.39317513334803
       121                 3282   -0.401866220077192
       122               3282.1    -0.40194850419572
       123               3282.2   -0.411948300096468
       124               3282.3   -0.397890688140841
       125               3282.4   -0.398840283986683
       126               3282.5   -0.406668889608421
       127               3282.6    -0.40783788107744
       128               3282.7   -0.392909959891347
       129               3282.8   -0.398568901054115
       130               3282.9   -0.400036342585096
       131                 3283   -0.402980132390751
       132               3283.1   -0.401122418300533
       133               3283.2   -0.393808370971568
       134               3283.3   -0.397008087932353
       135               3283.4   -0.399086829019977
       136               3283.5   -0.395299231375982
       137               3283.6   -0.397205609092972
       138               3283.7   -0.398622780758734
       139               3283.8   -0.395774989981907
       140               3283.9   -0.401304299982615
       141                 3284   -0.408922405066307
       142               3284.1   -0.407545996579781
       143               3284.2   -0.408865317228687
       144               3284.3   -0.407054233668709
       145               3284.4    -0.41059731761712
       146               3284.5   -0.404834009766601
       147               3284.6   -0.403444169395541
       148               3284.7   -0.395589171728393
       149               3284.8   -0.416664281991133
       150               3284.9   -0.420880123663907
       151                 3285   -0.415137677573214
       152               3285.1   -0.416071398108065
       153               3285.2   -0.409005371010005
       154               3285.3   -0.407585853520433
       155               3285.4   -0.413789219476618
       156               3285.5   -0.405901813193545
       157               3285.6   -0.409103742426842
       158               3285.7   -0.405884979684206
       159               3285.8   -0.410571490630881
       160               3285.9   -0.418041538435633
       161                 3286   -0.404037577872852
       162               3286.1   -0.409870813633989
       163               3286.2   -0.410860677336719
       164               3286.3   -0.399393914801368
       165               3286.4   -0.415119401305185
       166               3286.5   -0.406191280147237
       167               3286.6    -0.39597594571647
       168               3286.7   -0.409429974394966
       169               3286.8   -0.405386424283002
       170               3286.9   -0.407439302562221
       171                 3287   -0.398912494651608
       172               3287.1   -0.403036965919664
       173               3287.2   -0.408240764679844
       174               3287.3   -0.401323675994951
       175               3287.4    -0.40318975448253
       176               3287.5    -0.40762715781886
       177               3287.6   -0.400703775800286
       178               3287.7   -0.406696435992211
       179               3287.8   -0.402938196208568
       180               3287.9    -0.40294391137003
       181                 3288   -0.401614032020051
       182               3288.1   -0.399853080389118
       183               3288.2   -0.410322401228169
       184               3288.3   -0.410559451174638
       185               3288.4   -0.409141721515376
       186               3288.5   -0.414590405624198
       187               3288.6   -0.396940985713356
       188               3288.7   -0.399205842429368
       189               3288.8    -0.40001343598753
       190               3288.9   -0.394982849444689
       191                 3289   -0.406804309060299
       192               3289.1   -0.405042047444125
       193               3289.2   -0.403180088064309
       194               3289.3   -0.401546538590188
       195               3289.4   -0.393152914559399
       196               3289.5   -0.407215739569597
       197               3289.6   -0.393295293745476
       198               3289.7   -0.391463928734116
       199               3289.8   -0.402756474413487
       200               3289.9   -0.402123372782867
       201                 3290   -0.401742818489787
       202               3290.1   -0.394254411854995
       203               3290.2   -0.397118201690662
       204               3290.3   -0.413658070483317
       205               3290.4   -0.402454319571013
       206               3290.5   -0.401868783063521
