     index            Field [G]         Intensity []

         1                 3270   -0.397665842835668
         2               3270.1   -0.397841391763448
         3               3270.2   -0.398227036641445
         4               3270.3   -0.398823538643793
         5               3270.4   -0.399536089951515
         6               3270.5   -0.400189570866596
         7               3270.6   -0.400615087517883
         8               3270.7   -0.400732627734191
         9               3270.8   -0.400550685577558
        10               3270.9   -0.400112086172362
        11                 3271   -0.399470062965183
        12               3271.1   -0.398713020681149
        13               3271.2   -0.397984218403584
        14               3271.3   -0.397452581901182
        15               3271.4   -0.397247313189432
        16               3271.5   -0.397401453708999
        17               3271.6   -0.397840856651086
        18               3271.7   -0.398426836272873
        19               3271.8    -0.39903254619748
        20               3271.9   -0.399611290113133
        21                 3272   -0.400203428809605
        22               3272.1   -0.400851146788069
        23               3272.2    -0.40146962874083
        24               3272.3   -0.401802749159254
        25               3272.4    -0.40155520740409
        26               3272.5   -0.400632361867527
        27               3272.6    -0.39929262920063
        28               3272.7   -0.398066514359977
        29               3272.8   -0.397475595320703
        30               3272.9   -0.397733574540382
        31                 3273   -0.398624224903797
        32               3273.1   -0.399635633444612
        33               3273.2   -0.400263382988538
        34               3273.3   -0.400277155715746
        35               3273.4   -0.399768751019587
        36               3273.5   -0.398980842486876
        37               3273.6   -0.398112443186655
        38               3273.7   -0.397288846279541
        39               3273.8   -0.396650477369101
        40               3273.9   -0.396347648669883
        41                 3274   -0.396377701419332
        42               3274.1   -0.396479709342854
        43               3274.2   -0.396295764915411
        44               3274.3    -0.39568383640993
        45               3274.4   -0.394857329816992
        46               3274.5   -0.394214336983017
        47               3274.6   -0.394047770418127
        48               3274.7   -0.394397571394369
        49               3274.8   -0.395109396094409
        50               3274.9   -0.395981163531583
        51                 3275   -0.396856196741291
        52               3275.1   -0.397604611845774
        53               3275.2   -0.398052970647621
        54               3275.3   -0.397997447359138
        55               3275.4   -0.397354402922241
        56               3275.5   -0.396306441247692
        57               3275.6    -0.39524633961395
        58               3275.7   -0.394526531209585
        59               3275.8   -0.394241401010063
        60               3275.9   -0.394221489652485
        61                 3276   -0.394190554594838
        62               3276.1   -0.393925695754026
        63               3276.2    -0.39334100410838
        64               3276.3   -0.392508306946825
        65               3276.4     -0.3916294977141
        66               3276.5    -0.39096228188168
        67               3276.6   -0.390733761968405
        68               3276.7    -0.39108759877102
        69               3276.8     -0.3920594852181
        70               3276.9   -0.393545628814262
        71                 3277   -0.395282249862361
        72               3277.1   -0.396903537563301
        73               3277.2   -0.398088623620566
        74               3277.3   -0.398703985685549
        75               3277.4   -0.398831244187599
        76               3277.5   -0.398659028216574
        77               3277.6   -0.398318709746023
        78               3277.7   -0.397784836667647
        79               3277.8   -0.396922403059954
        80               3277.9   -0.395660257700478
        81                 3278   -0.394168610045982
        82               3278.1   -0.392895833596699
        83               3278.2    -0.39239070726576
        84               3278.3   -0.392968532068035
        85               3278.4   -0.394422964611344
        86               3278.5   -0.396029422565444
        87               3278.6   -0.396916858492718
        88               3278.7   -0.396585464123818
        89               3278.8   -0.395199694032278
        90               3278.9   -0.393451400654408
        91                 3279   -0.392109750485432
        92               3279.1   -0.391576029427834
        93               3279.2   -0.391723088610383
        94               3279.3   -0.392086675660736
        95               3279.4   -0.392236961341199
        96               3279.5   -0.392053537145648
        97               3279.6   -0.391734867158745
        98               3279.7   -0.391595901204223
        99               3279.8   -0.391844559863333
       100               3279.9   -0.392484030353636
       101                 3280   -0.393354600402654
       102               3280.1   -0.394243042245939
       103               3280.2   -0.394983671409848
       104               3280.3   -0.395507977111924
       105               3280.4   -0.395837102076154
       106               3280.5   -0.396041846619793
       107               3280.6   -0.396198827703326
       108               3280.7   -0.396351498535921
       109               3280.8    -0.39648067431744
       110               3280.9   -0.396510152972586
       111                 3281   -0.396364850327319
       112               3281.1   -0.396037833670159
       113               3281.2   -0.395588922730603
       114               3281.3   -0.395070805485824
       115               3281.4   -0.394487349613924
       116               3281.5   -0.393871224496034
       117               3281.6   -0.393406953298434
       118               3281.7   -0.393419246867269
       119               3281.8   -0.394164377572365
       120               3281.9   -0.395593383001433
       121                 3282   -0.397319523537709
       122               3282.1    -0.39883034407995
       123               3282.2   -0.399761110602273
       124               3282.3   -0.400030162886581
       125               3282.4    -0.39979064500433
       126               3282.5   -0.399277708171884
       127               3282.6   -0.398652999522357
       128               3282.7   -0.397936883094544
       129               3282.8    -0.39708224753862
       130               3282.9   -0.396130130301102
       131                 3283   -0.395277925153294
       132               3283.1   -0.394761318307854
       133               3283.2   -0.394667879080971
       134               3283.3   -0.394887304413144
       135               3283.4   -0.395235659819578
       136               3283.5   -0.395598864492634
       137               3283.6   -0.395965491087954
       138               3283.7   -0.396375310623108
       139               3283.8    -0.39686871348671
       140               3283.9   -0.397454616360727
       141                 3284   -0.398070286622969
       142               3284.1   -0.398554964109909
       143               3284.2   -0.398707375806261
       144               3284.3   -0.398437813479081
       145               3284.4   -0.397891842952149
       146               3284.5   -0.397381344037758
       147               3284.6   -0.397119017000762
       148               3284.7   -0.396984019000074
       149               3284.8   -0.396573962616616
       150               3284.9   -0.395537862614549
       151                 3285   -0.393895060086784
       152               3285.1   -0.392049409529649
       153               3285.2   -0.390503197929512
       154               3285.3   -0.389538111948142
       155               3285.4   -0.389110207899522
       156               3285.5   -0.388984421589649
       157               3285.6   -0.388956834989524
       158               3285.7   -0.388994794098028
       159               3285.8    -0.38921283296592
       160               3285.9   -0.389715787059005
       161                 3286   -0.390432838003018
       162               3286.1    -0.39108785525349
       163               3286.2   -0.391358869261634
       164               3286.3   -0.391117803827379
       165               3286.4   -0.390556761051953
       166               3286.5   -0.390095711143382
       167               3286.6   -0.390139589616091
       168               3286.7   -0.390844961474162
       169               3286.8   -0.392028221846105
       170               3286.9   -0.393267594140132
       171                 3287   -0.394149831024367
       172               3287.1    -0.39450410349387
       173               3287.2   -0.394447990386561
       174               3287.3    -0.39421971609501
       175               3287.4   -0.393966816397405
       176               3287.5   -0.393685082581461
       177               3287.6   -0.393319898361219
       178               3287.7   -0.392869187771766
       179               3287.8   -0.392359264969953
       180               3287.9   -0.391743856048169
